student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade
806,Female,1.5,89.6,7.7,Bachelors,Yes,No,No,73.6
807,Female,2.6,100.0,9.5,Masters,Yes,No,Yes,69.6
808,Male,4.0,71.4,6.1,High School,No,Yes,Yes,49.1
809,Female,1.1,86.9,5.0,Bachelors,Yes,Yes,No,70.2
810,Male,4.2,78.4,4.5,High School,No,No,No,84.5
811,Male,3.5,89.3,7.7,Bachelors,Yes,Yes,No,62.8
812,Male,4.3,85.2,4.5,Bachelors,Yes,Yes,No,74.9
813,Male,3.8,78.6,6.4,Bachelors,Yes,No,No,80.2
814,Female,5.5,89.9,7.3,High School,No,No,Yes,59.1
815,Female,3.7,100.0,7.0,High School,Yes,Yes,No,64.6
816,Male,2.9,83.1,7.3,High School,Yes,Yes,No,57.8
817,Male,3.7,92.2,7.1,Bachelors,Yes,Yes,Yes,60.1
818,Male,4.3,72.1,8.3,High School,Yes,Yes,No,54.5
819,Female,3.6,75.4,5.7,Masters,Yes,No,No,59.2
820,Male,3.6,89.7,6.0,None,No,Yes,No,87.0
821,Male,2.4,99.8,5.9,None,No,No,No,59.0
822,Female,2.5,88.6,7.8,PhD,Yes,No,No,71.5
823,Female,1.4,81.9,7.9,Bachelors,No,Yes,No,64.0
824,Male,6.1,85.0,7.3,Masters,Yes,Yes,No,84.1
825,Female,1.6,72.5,8.2,High School,Yes,Yes,No,85.7
826,Female,2.5,91.0,5.4,Bachelors,Yes,No,Yes,80.4
827,Male,2.4,93.8,8.8,Bachelors,Yes,No,No,73.7
828,Female,4.8,80.5,8.6,Bachelors,No,Yes,Yes,67.2
829,Male,3.1,80.3,7.7,Masters,Yes,No,Yes,55.7
830,Female,5.4,87.7,8.9,High School,Yes,No,No,93.3
831,Male,2.5,80.6,4.8,High School,Yes,No,Yes,60.9
832,Male,3.9,84.3,6.2,None,Yes,Yes,No,78.0
833,Male,2.2,100.0,5.9,High School,Yes,Yes,Yes,82.7
834,Female,6.7,82.5,7.7,Bachelors,No,No,No,63.3
835,Male,1.7,81.4,5.5,None,Yes,Yes,Yes,82.5
836,Female,4.0,78.5,7.7,Bachelors,Yes,Yes,Yes,79.2
837,Male,4.5,92.4,8.4,Bachelors,Yes,Yes,Yes,90.7
838,Male,4.1,83.2,7.6,High School,Yes,Yes,No,64.4
839,Female,3.2,78.5,7.1,High School,Yes,Yes,No,54.6
840,Male,3.3,98.2,5.6,PhD,Yes,No,Yes,63.9
841,Male,3.6,99.2,5.8,Bachelors,Yes,Yes,No,72.5
842,Female,3.3,79.0,8.3,Bachelors,Yes,Yes,No,70.7
843,Male,4.9,66.3,7.7,High School,Yes,No,No,65.3
844,Male,6.8,95.1,6.8,High School,Yes,Yes,No,47.1
845,Male,2.7,78.2,6.3,None,Yes,Yes,No,75.6
846,Male,1.4,92.9,4.4,Bachelors,Yes,No,Yes,93.7
847,Female,3.4,65.3,5.5,Bachelors,Yes,No,No,75.6
848,Female,7.4,93.9,9.1,High School,No,No,No,77.3
849,Male,2.3,72.9,5.3,Masters,Yes,No,No,76.9
850,Female,6.0,92.3,7.0,None,Yes,Yes,Yes,74.8
851,Male,6.0,85.1,8.0,Bachelors,Yes,No,Yes,81.2
852,Female,2.7,75.5,5.3,High School,Yes,Yes,No,74.7
853,Male,4.4,80.9,7.0,Bachelors,Yes,No,No,66.2
854,Male,5.9,91.9,7.9,Masters,No,Yes,No,60.4
855,Male,2.9,86.1,6.8,Bachelors,Yes,No,No,67.0
856,Male,3.2,90.8,10.0,PhD,Yes,No,Yes,73.8
857,Male,2.6,100.0,4.8,Bachelors,Yes,No,No,66.2
858,Male,2.0,69.4,8.1,PhD,Yes,Yes,No,73.8
859,Female,2.5,100.0,6.6,Bachelors,Yes,Yes,No,75.3
860,Male,1.7,86.0,7.7,High School,No,No,Yes,80.0
861,Female,3.6,76.0,7.3,High School,Yes,No,No,85.4
862,Male,2.3,71.7,5.9,High School,Yes,Yes,No,70.9
863,Female,3.9,83.1,7.1,None,Yes,No,Yes,54.3
864,Female,1.2,94.2,4.6,Masters,Yes,No,No,65.9
865,Female,4.0,83.7,7.5,Masters,Yes,Yes,No,70.5
866,Male,4.8,100.0,7.2,High School,Yes,No,Yes,48.0
867,Male,0.5,70.5,7.6,High School,Yes,Yes,No,86.7
868,Female,4.1,84.9,8.1,Masters,Yes,Yes,No,71.7
869,Male,5.3,72.5,7.2,Bachelors,Yes,Yes,No,74.6
870,Female,1.7,88.6,7.0,High School,Yes,No,No,86.4
871,Male,6.0,93.9,5.7,Bachelors,Yes,No,No,62.4
872,Female,4.1,80.8,5.9,High School,Yes,Yes,Yes,76.9
873,Female,2.4,59.0,8.2,High School,Yes,No,No,68.7
874,Male,3.4,87.0,8.5,Bachelors,Yes,No,No,67.8
875,Female,4.3,89.4,6.5,High School,Yes,No,No,60.7
876,Male,3.6,89.0,6.9,None,Yes,Yes,No,90.0
877,Female,4.3,97.4,5.7,High School,Yes,No,Yes,65.5
878,Female,2.1,74.3,8.2,High School,No,Yes,No,78.4
879,Male,3.8,91.8,7.6,High School,Yes,Yes,No,47.5
880,Male,1.4,96.9,9.1,Masters,Yes,Yes,Yes,84.2
881,Male,3.3,67.2,5.7,Bachelors,Yes,Yes,No,82.6
882,Female,2.1,88.2,6.3,Bachelors,Yes,No,No,71.2
883,Male,2.4,80.0,7.1,High School,Yes,Yes,No,67.3
884,Female,5.4,84.2,7.6,High School,Yes,No,Yes,74.8
885,Female,5.1,88.5,6.5,Bachelors,Yes,Yes,No,97.5
886,Male,4.4,80.1,5.8,Masters,Yes,Yes,Yes,48.8
887,Male,1.9,78.2,7.9,PhD,Yes,No,Yes,79.4
888,Female,3.0,85.3,7.7,High School,Yes,No,No,59.1
889,Female,5.3,74.1,5.7,Bachelors,Yes,Yes,Yes,69.8
890,Male,3.7,74.1,8.4,None,Yes,Yes,Yes,67.0
891,Male,7.0,91.8,8.2,Bachelors,Yes,Yes,Yes,64.9
892,Male,4.1,73.5,7.0,Masters,Yes,Yes,Yes,69.9
893,Male,3.8,91.7,6.9,High School,Yes,No,Yes,56.4
894,Male,3.0,89.6,7.5,None,No,No,No,82.4
895,Female,3.7,67.7,5.8,Masters,Yes,Yes,Yes,48.5
896,Female,3.3,78.2,6.8,None,Yes,No,Yes,76.5
897,Female,4.6,96.9,4.2,Masters,Yes,No,Yes,66.1
898,Female,4.9,75.2,7.9,Bachelors,Yes,Yes,No,55.9
899,Male,2.3,80.4,4.9,None,Yes,Yes,No,72.4
900,Male,1.5,89.6,8.6,High School,Yes,No,No,51.3
901,Male,0.7,92.8,6.4,High School,Yes,No,No,70.5
902,Female,4.3,82.5,6.5,Masters,Yes,Yes,No,52.9
903,Female,1.8,79.0,6.0,Masters,Yes,Yes,No,75.5
904,Male,0.5,99.2,6.5,None,No,Yes,Yes,58.9
905,Male,4.1,100.0,8.5,High School,Yes,No,No,64.6
906,Female,7.2,94.8,3.8,Masters,Yes,Yes,No,73.5
907,Female,3.5,85.9,8.3,Masters,Yes,Yes,No,60.7
908,Male,4.8,76.9,7.2,High School,Yes,No,Yes,69.3
909,Male,3.6,76.7,5.4,Bachelors,Yes,No,No,51.8
910,Female,3.4,90.2,5.5,High School,Yes,No,Yes,77.6
911,Male,4.9,89.2,8.8,High School,Yes,Yes,Yes,91.2
912,Male,3.1,99.0,5.7,None,Yes,Yes,No,100.0
913,Male,3.9,91.5,5.4,Bachelors,No,Yes,No,71.1
914,Female,4.0,70.0,8.2,Masters,Yes,Yes,No,79.5
915,Female,2.5,95.5,7.2,None,Yes,No,No,48.6
916,Female,5.0,75.0,5.7,Bachelors,No,Yes,Yes,88.0
917,Female,3.2,81.2,7.1,Masters,Yes,Yes,Yes,79.3
918,Female,2.4,87.5,5.6,Bachelors,Yes,Yes,Yes,64.2
919,Female,4.3,100.0,8.1,PhD,Yes,Yes,No,84.8
920,Female,2.2,100.0,8.1,High School,Yes,No,Yes,66.9
921,Male,3.5,91.1,7.4,None,Yes,Yes,Yes,64.5
922,Male,3.5,83.2,7.2,High School,Yes,Yes,No,75.7
923,Male,5.1,90.3,8.9,High School,Yes,Yes,Yes,57.2
924,Male,4.2,93.9,6.8,Masters,Yes,Yes,No,82.3
925,Male,3.5,81.8,5.4,Bachelors,Yes,Yes,No,57.3
926,Male,4.7,100.0,7.3,Bachelors,Yes,No,No,57.4
927,Male,5.6,87.3,9.3,Bachelors,Yes,No,No,59.1
928,Female,4.3,90.0,5.6,Masters,Yes,No,No,79.1
929,Female,3.5,91.7,6.4,High School,Yes,No,Yes,62.6
930,Male,1.5,89.2,7.3,High School,Yes,No,No,53.8
931,Male,1.9,93.4,6.7,High School,Yes,No,No,62.7
932,Female,3.0,78.8,5.6,Bachelors,Yes,Yes,Yes,69.6
933,Male,2.6,79.4,8.1,High School,Yes,Yes,Yes,55.8
934,Male,3.2,74.0,9.6,Bachelors,Yes,Yes,No,56.2
935,Female,3.6,89.4,7.0,Bachelors,Yes,No,No,95.3
936,Male,4.3,92.8,5.7,High School,Yes,No,No,59.7
937,Female,3.4,89.6,4.9,Bachelors,Yes,No,No,66.1
938,Male,4.2,100.0,7.1,PhD,No,Yes,Yes,65.6
939,Female,3.6,84.9,8.1,High School,Yes,No,No,64.9
940,Female,0.5,91.7,7.4,Bachelors,Yes,Yes,No,77.5
941,Female,2.1,74.1,6.8,Masters,Yes,Yes,Yes,81.4
942,Male,3.3,81.1,6.1,Bachelors,No,Yes,No,66.3
943,Female,1.7,92.0,5.5,Masters,Yes,Yes,No,55.2
944,Male,4.4,93.5,7.8,Bachelors,Yes,Yes,No,85.3
945,Male,5.8,82.1,7.9,Bachelors,Yes,Yes,Yes,68.9
946,Male,5.3,84.3,4.9,High School,Yes,Yes,No,90.8
947,Male,3.2,69.8,8.7,Masters,Yes,No,No,43.1
948,Female,5.7,81.4,7.5,Masters,Yes,No,No,72.3
949,Female,3.7,93.9,8.5,High School,No,No,No,93.0
950,Male,3.0,90.8,5.2,Bachelors,No,Yes,Yes,65.8
951,Male,2.6,90.0,5.2,None,No,No,No,67.3
952,Female,3.0,85.5,6.6,Bachelors,Yes,No,No,73.5
953,Male,2.9,85.1,7.4,Bachelors,Yes,Yes,Yes,63.3
954,Female,3.8,78.4,9.0,None,Yes,Yes,No,66.3
955,Male,3.7,92.0,7.6,Masters,Yes,Yes,No,65.9
956,Male,3.5,89.2,6.5,Bachelors,Yes,Yes,No,62.5
957,Female,4.2,89.9,5.6,Masters,Yes,No,Yes,84.7
958,Male,5.3,79.7,8.3,PhD,Yes,No,No,75.5
959,Female,4.9,63.5,5.6,Bachelors,Yes,Yes,No,73.0
960,Male,1.3,96.0,8.8,Bachelors,Yes,No,No,79.7
961,Male,0.5,80.2,6.5,Bachelors,Yes,No,No,66.8
962,Male,4.9,76.4,8.7,None,Yes,No,No,60.7
963,Female,1.4,91.9,7.6,Masters,Yes,Yes,Yes,62.8
964,Male,3.2,81.1,6.6,High School,Yes,No,No,70.0
965,Male,1.7,95.6,6.2,PhD,Yes,Yes,No,57.3
966,Male,0.8,91.2,6.4,Bachelors,Yes,No,No,64.0
967,Male,4.3,91.8,7.3,High School,Yes,Yes,Yes,63.8
968,Female,4.6,71.3,6.9,Bachelors,Yes,Yes,No,95.5
969,Female,2.6,97.1,6.1,Bachelors,Yes,No,No,36.7
970,Male,0.5,87.6,6.6,PhD,Yes,Yes,No,67.8
971,Female,2.7,81.3,6.9,High School,Yes,Yes,Yes,90.7
972,Male,4.1,86.4,4.2,Masters,No,Yes,Yes,71.5
973,Male,1.3,67.2,7.3,Bachelors,Yes,No,No,79.0
974,Male,3.8,89.1,5.6,High School,No,Yes,Yes,71.2
975,Female,3.5,74.7,5.4,None,Yes,No,No,62.0
976,Female,4.4,71.5,4.8,Bachelors,Yes,Yes,Yes,43.1
977,Female,3.7,69.8,4.6,High School,No,Yes,No,72.5
978,Female,2.0,96.1,5.2,Bachelors,Yes,Yes,No,60.7
979,Female,5.3,78.7,5.9,PhD,Yes,Yes,No,60.4
980,Female,3.3,100.0,9.1,High School,Yes,Yes,No,64.0
981,Female,3.5,79.6,6.2,High School,Yes,Yes,No,90.9
982,Female,2.1,67.9,7.0,High School,No,No,Yes,98.9
983,Female,2.8,73.8,7.3,High School,Yes,No,Yes,72.6
984,Male,2.2,97.4,7.0,Masters,Yes,Yes,No,64.4
985,Female,3.2,83.4,6.7,Bachelors,Yes,Yes,No,55.9
986,Female,6.1,79.5,5.4,High School,Yes,No,No,75.6
987,Female,1.4,86.6,8.5,High School,Yes,Yes,No,91.4
988,Female,1.1,90.0,9.0,High School,Yes,Yes,No,67.0
989,Female,5.7,96.2,4.8,None,Yes,No,No,41.5
990,Female,3.2,99.5,5.6,High School,Yes,No,Yes,78.0
991,Female,2.5,81.4,6.5,None,Yes,No,No,81.8
992,Female,5.1,71.7,5.6,Bachelors,Yes,Yes,No,51.0
993,Female,2.6,80.9,7.4,High School,Yes,Yes,No,72.1
994,Female,6.2,87.6,5.9,PhD,Yes,No,No,75.4
995,Female,4.5,75.4,9.4,Bachelors,Yes,Yes,No,69.1
996,Male,2.8,75.4,8.2,Masters,Yes,Yes,No,60.5
997,Male,6.7,88.4,7.1,None,No,Yes,No,82.2
998,Female,2.6,84.5,8.0,High School,Yes,Yes,Yes,65.2
999,Female,4.6,85.3,8.1,High School,No,No,Yes,52.2
1000,Male,3.9,77.4,6.1,Masters,Yes,No,No,45.4
